how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
150,0,1,0,7,7,0,3,0,0,6,5
151,1,0,0,8,0,0,0,0,0,3,3
152,0,1,0,1,0,0,0,0,0,0,1
153,0,0,0,0,2,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,1,2
155,2,0,0,4,0,3,1,0,8,6,3
156,0,0,0,13,0,4,6,0,14,6,8
157,14,4,0,17,1,9,3,0,9,8,22
158,21,8,0,31,2,12,6,0,4,5,20
159,28,9,0,36,4,11,5,0,14,6,28
160,42,9,0,55,11,12,7,1,9,3,25
161,35,8,0,57,10,18,11,0,24,6,41
162,40,4,0,44,15,4,29,0,12,2,31
163,52,6,0,34,17,9,10,0,26,6,35
164,45,11,0,35,19,18,15,0,17,11,40
165,27,8,0,58,27,9,8,1,22,4,33
166,63,8,0,52,22,1,2,1,5,4,28
167,56,4,0,49,27,3,9,1,13,8,29
