,cluster0,,,,cluster1,,,,cluster2,,,,cluster3,,,,cluster4,,,,cluster5,,,,cluster6,,,,cluster7,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2014-01-22,6,-0.040,1.050,1.000,7,0.491,0.000,0.000,4,-0.597,0.000,0.000,8,2.115,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,1.161,1.000,0.000,0,0.000,0.000,0.000
2014-01-23,98,-5.175,3.145,6.368,160,-0.159,15.996,13.619,44,-2.590,2.369,4.002,104,-14.273,5.195,12.405,4,-0.382,0.000,1.000,4,0.416,1.000,1.000,31,-0.882,1.002,0.000,1,-0.142,0.000,0.000
2014-01-24,100,-10.123,4.045,7.368,146,-12.581,7.248,15.188,54,-0.787,3.050,3.000,53,6.591,4.386,1.369,8,-2.712,0.000,1.000,2,-0.842,0.000,1.000,18,-2.385,3.000,2.000,6,0.160,0.000,0.000
2014-01-25,77,-2.180,5.503,4.368,132,11.281,12.016,4.050,71,0.098,9.405,4.050,49,-7.392,4.100,8.050,7,-4.109,0.000,1.000,3,-0.336,0.000,0.000,22,4.776,2.369,0.549,10,3.770,2.000,0.000
2014-01-26,92,-6.286,8.106,11.149,141,2.762,10.529,6.786,79,-19.686,3.155,13.057,61,-8.379,3.012,4.737,2,-0.142,0.000,0.000,2,-0.194,0.000,0.000,34,-2.733,0.000,1.203,6,-0.053,0.000,0.000
2014-01-27,102,1.996,5.441,2.738,196,-24.791,4.054,16.054,86,-0.129,6.293,6.057,188,3.837,20.416,14.021,4,0.518,0.369,0.000,0,0.000,0.000,0.000,21,1.650,1.001,0.000,3,-1.531,0.000,1.000
2014-01-28,95,-13.741,4.369,7.000,175,0.987,15.382,15.368,56,-0.346,3.007,3.007,97,12.241,13.004,4.511,6,-3.835,0.000,1.000,4,-1.197,0.000,0.000,20,-2.192,2.000,2.000,4,-1.619,0.000,1.000
2014-01-29,85,-1.939,5.000,3.156,165,-6.892,13.752,11.389,48,-0.436,3.000,1.154,58,-6.533,3.003,5.135,11,0.445,1.000,0.000,2,-3.054,0.000,1.000,35,-7.683,1.418,4.206,3,2.230,2.000,0.000
2014-01-30,121,-1.833,8.375,9.000,187,-15.968,10.485,13.156,45,4.793,5.000,1.368,41,-4.531,1.135,3.136,11,4.131,2.000,0.000,3,-1.819,0.000,1.368,7,-2.544,0.000,1.004,7,-2.756,0.000,1.000
2014-01-31,72,-11.801,1.000,6.368,154,12.367,16.241,7.511,46,-0.838,3.007,5.000,61,3.951,5.071,3.511,7,1.402,1.000,0.135,6,-1.555,0.000,1.000,35,7.901,7.001,0.000,23,4.927,4.050,2.000
2014-02-01,78,-2.425,4.381,4.052,142,4.529,9.107,6.353,79,11.906,14.007,6.050,33,0.570,2.391,2.001,7,-1.253,0.001,1.000,3,-0.194,0.000,0.000,32,0.356,3.003,2.000,20,1.990,1.368,1.000
2014-02-02,85,-4.041,4.000,4.005,211,15.333,20.571,14.044,83,3.914,11.272,7.026,46,-3.849,3.371,5.068,9,-1.161,1.000,1.104,9,5.100,2.000,0.000,30,-4.460,2.000,3.000,10,4.952,4.000,0.368
2014-02-03,86,-4.224,3.018,5.109,263,3.125,21.105,15.233,93,9.588,11.878,4.510,83,2.485,6.523,6.503,2,-0.161,0.000,0.000,3,2.560,1.000,0.000,37,-0.727,2.002,1.000,2,0.309,0.000,0.000
2014-02-04,86,1.144,3.068,3.008,170,-17.147,6.630,12.980,46,-1.293,4.135,2.037,69,7.945,10.018,4.377,7,0.660,0.000,0.000,1,-0.693,0.000,0.000,30,4.938,2.002,0.000,3,-1.078,0.000,0.000
2014-02-05,112,-5.594,8.106,7.010,198,-13.542,7.469,15.002,47,-2.092,1.000,2.525,53,3.806,5.553,3.051,5,0.676,0.000,0.000,1,-0.142,0.000,0.000,21,-1.225,1.368,2.202,3,0.859,1.000,0.000
2014-02-06,114,4.860,9.000,5.059,171,-3.095,11.201,11.418,46,-0.500,3.052,4.292,52,-5.253,5.009,5.136,4,0.987,0.000,0.000,3,1.041,0.368,0.000,16,0.726,0.368,0.000,6,-0.601,0.000,1.000
2014-02-07,96,-14.637,3.025,9.057,161,2.691,9.068,6.400,49,6.049,6.135,1.271,65,2.678,7.373,4.018,4,-1.204,0.000,1.000,7,-3.302,0.000,1.000,22,3.424,4.000,0.000,6,1.406,1.000,0.000
2014-02-08,82,1.014,9.742,8.368,168,-4.856,14.555,14.068,65,6.179,7.504,5.142,80,-17.414,6.407,13.339,3,1.910,1.000,0.000,8,0.483,2.000,2.000,31,-3.110,2.135,4.035,12,2.251,1.000,0.000
2014-02-09,83,-6.355,7.014,7.001,132,5.080,9.109,5.006,66,5.162,5.000,3.050,45,-2.930,4.147,5.154,7,-0.430,1.000,1.000,2,0.454,0.000,0.000,31,-4.467,2.019,4.549,2,0.373,0.000,0.000
2014-02-10,120,10.681,9.036,3.150,156,6.317,9.942,6.774,40,4.115,2.007,2.018,58,-5.522,3.391,3.271,5,0.209,0.000,0.000,3,-2.007,0.000,1.000,25,-4.146,1.000,5.000,3,1.534,1.000,0.000
2014-02-11,103,-7.570,4.137,7.708,154,2.378,11.427,11.375,42,0.906,2.000,2.872,53,-0.898,1.426,3.000,5,0.628,1.000,0.000,3,-0.000,0.000,0.000,28,-2.090,2.000,1.000,3,0.841,1.000,0.000
2014-02-12,109,-5.654,6.387,6.010,140,-1.659,11.431,11.192,42,5.256,4.000,1.000,69,-1.766,5.276,3.138,6,-0.142,0.000,0.000,3,-1.799,0.368,1.000,24,-0.963,1.000,1.000,4,-0.434,1.000,1.000
2014-02-13,127,-9.246,6.143,8.107,224,-36.163,11.557,26.713,57,10.754,7.010,1.105,50,-5.045,3.028,5.000,13,2.795,2.000,0.000,2,-0.142,0.000,0.000,22,-1.090,0.000,1.000,3,-0.426,0.000,0.000
2014-02-14,137,11.228,7.736,4.375,177,7.963,15.517,13.611,55,17.905,11.370,0.140,56,3.567,2.520,1.754,10,0.041,0.000,0.135,1,-0.142,0.000,0.000,22,2.050,2.368,1.549,7,5.229,3.000,1.000
2014-02-15,157,5.151,13.697,6.386,157,-0.089,10.958,8.402,90,22.358,13.000,4.368,39,-0.268,3.738,2.018,13,-3.075,0.000,2.000,4,-3.131,0.000,1.368,25,-6.330,1.000,3.098,11,-4.615,1.000,3.000
2014-02-16,141,23.314,17.775,5.000,168,-11.684,13.517,20.155,75,-1.847,5.007,5.000,44,-1.513,2.743,1.056,2,-0.142,0.000,0.000,1,-0.052,0.000,0.000,25,-2.143,2.000,3.549,21,0.596,1.000,1.000
2014-02-17,133,1.250,7.509,5.077,186,-9.647,11.161,15.509,54,8.887,7.025,0.001,42,-5.257,0.370,3.524,7,-0.426,0.000,0.000,4,-2.650,0.000,1.000,16,-3.790,2.000,2.000,6,-2.212,0.000,1.000
2014-02-18,115,-0.513,6.161,3.753,165,-10.354,9.168,13.891,55,6.716,6.001,1.019,42,-4.443,1.007,2.007,13,-0.335,0.000,0.000,2,-0.959,0.000,0.000,12,-0.265,0.007,0.000,12,-0.588,0.000,0.000
2014-02-19,114,-4.072,6.503,8.009,156,-9.852,11.464,11.476,48,1.394,1.506,2.000,54,-6.646,0.055,1.001,11,1.998,2.000,1.000,4,1.576,1.000,1.000,25,1.591,2.001,0.000,9,3.597,2.000,0.000
2014-02-20,122,7.260,9.522,2.050,158,-12.716,10.555,16.001,46,6.278,4.427,0.021,52,-2.853,2.028,3.272,10,1.115,1.000,0.000,5,-1.906,0.000,0.000,24,-0.594,1.368,2.000,6,1.999,1.000,0.000
2014-02-21,93,5.125,8.368,7.139,169,0.285,8.057,8.606,54,3.924,8.009,4.368,60,-5.410,3.021,5.006,10,2.060,1.000,0.000,5,-0.040,1.000,1.000,16,2.829,3.002,0.000,17,0.937,1.000,1.000
2014-02-22,82,-0.645,6.014,2.001,151,1.665,14.119,14.921,54,1.336,9.280,6.135,66,2.852,6.892,3.001,7,-4.131,0.001,1.000,9,1.230,2.000,1.000,36,-3.557,1.002,3.001,14,3.452,1.000,0.000
2014-02-23,73,-0.912,6.472,3.000,163,-3.776,14.331,12.142,70,3.200,7.135,5.161,34,4.895,3.503,1.058,10,2.826,3.000,2.000,1,0.337,0.000,0.000,13,-1.321,0.000,0.000,11,1.279,2.000,1.000
2014-02-24,99,-1.647,4.742,2.057,173,9.226,14.786,11.211,24,3.906,3.135,0.000,45,-7.749,1.204,3.135,7,0.618,0.000,0.000,6,1.036,2.000,1.000,18,-0.954,1.002,2.004,7,-0.050,1.000,0.000
2014-02-25,128,-5.632,8.371,8.737,148,-17.219,7.810,15.511,32,-1.154,2.368,3.018,32,0.599,1.018,1.000,16,-0.655,0.000,0.000,8,1.697,1.000,0.000,15,-0.198,0.000,0.004,11,-3.811,0.000,3.018
2014-02-26,80,4.880,6.139,3.023,190,-11.573,11.585,13.069,31,3.377,3.018,1.138,37,-2.601,1.377,3.050,11,-0.177,1.001,1.000,4,-0.025,0.000,0.000,13,-3.887,0.000,2.000,7,1.114,1.000,1.000
2014-02-27,126,-3.149,10.540,8.000,184,-2.936,9.666,10.200,37,9.011,8.136,1.003,58,-3.553,2.002,4.020,9,-0.000,0.000,0.000,3,-0.000,0.000,0.000,17,-2.155,0.000,1.206,17,2.735,3.104,1.000
2014-02-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-03-01,97,6.373,8.007,3.135,111,6.067,8.400,3.272,41,1.213,3.018,2.053,38,-1.072,5.135,5.271,12,-3.855,0.000,2.000,6,-2.415,0.000,1.000,33,-0.008,2.004,1.078,10,-1.492,1.000,1.000
2014-03-02,49,1.678,7.000,4.001,139,-7.082,11.418,13.156,43,-3.627,4.000,4.037,11,3.575,1.000,0.000,6,-2.692,0.000,1.000,7,1.441,1.000,1.000,28,-1.343,0.002,0.152,13,4.067,2.368,0.000
2014-03-03,66,-1.046,4.019,4.007,143,15.865,17.524,6.369,33,-0.832,1.503,1.005,3,0.639,0.000,0.000,8,-1.137,0.000,1.000,3,1.406,1.000,0.000,20,-0.491,2.005,2.404,5,-0.009,0.000,0.000
2014-03-04,67,-6.910,0.001,4.057,133,5.322,13.018,5.051,24,4.593,3.135,1.001,1,-0.142,0.000,0.000,10,3.238,1.000,0.000,2,0.000,0.000,0.000,11,-2.485,0.000,1.000,2,-0.284,0.000,0.000
2014-03-05,64,1.032,4.001,1.007,116,-4.328,3.522,6.272,28,-0.239,2.000,1.000,5,-0.782,1.000,1.000,5,-0.089,0.000,0.000,2,-0.000,0.000,0.000,12,4.341,2.002,0.202,4,0.617,0.000,0.000
2014-03-06,52,-4.029,2.000,5.014,98,-6.138,4.886,8.018,22,-0.997,1.135,3.000,10,0.107,2.000,1.000,7,-0.142,0.000,0.000,1,0.000,0.000,0.000,10,0.746,1.000,1.202,8,2.500,1.000,0.000
2014-03-07,70,-0.797,3.736,4.000,107,-2.803,9.000,5.050,42,2.437,6.271,4.001,7,-2.468,1.000,1.000,11,-1.325,0.000,0.000,4,-2.358,0.000,1.000,16,-1.788,0.003,1.300,8,2.264,3.000,2.000
2014-03-08,63,19.818,13.375,2.000,39,5.992,5.000,1.003,34,-4.866,4.368,4.000,12,1.742,2.000,1.000,6,2.049,1.000,0.000,8,1.448,1.000,0.000,8,0.018,1.002,1.000,19,0.026,5.000,3.000
2014-03-09,55,4.460,5.021,1.019,26,-2.104,3.050,4.000,42,10.045,7.007,2.000,11,1.318,1.000,0.000,9,0.266,1.000,0.000,14,6.223,3.000,0.000,14,2.670,2.135,2.202,13,0.701,2.503,2.000
2014-03-10,84,6.348,7.000,2.156,18,-1.045,0.000,1.135,23,1.263,5.368,2.000,22,-0.506,1.003,0.000,6,-0.284,0.000,0.000,8,0.358,0.000,0.000,11,2.594,1.000,0.549,3,1.895,1.050,0.000
2014-03-11,82,0.241,3.213,3.100,28,2.008,5.000,2.018,26,0.483,3.007,3.003,51,7.464,5.050,2.000,10,-2.320,0.000,1.000,2,-0.686,0.000,0.000,14,4.908,3.000,1.000,4,0.866,1.000,0.000
2014-03-12,80,-7.129,3.503,6.368,32,-1.387,1.000,2.000,27,-1.362,1.001,1.018,36,-6.675,3.135,6.000,8,4.263,2.000,0.000,6,1.523,0.000,0.000,15,1.159,3.000,2.000,1,-0.142,0.000,0.000
2014-03-13,104,-1.837,5.019,6.048,30,3.089,6.368,1.009,24,3.335,3.001,1.000,44,-6.936,3.368,6.000,11,-0.710,0.000,0.000,3,-0.000,0.000,0.000,12,-0.705,0.000,1.004,10,-0.103,1.000,1.000
2014-03-14,94,0.724,6.043,4.454,30,5.462,6.368,3.503,34,-0.525,3.000,3.368,36,-4.423,1.021,5.001,12,-3.982,0.000,1.135,4,0.252,0.000,0.000,14,-4.764,1.000,2.004,12,0.231,0.000,0.000
2014-03-15,105,4.908,15.019,4.425,60,-4.382,8.007,6.844,77,3.495,13.007,10.522,32,-0.451,6.135,3.000,8,-0.707,0.000,1.000,13,1.804,2.000,0.000,14,3.866,3.000,0.202,11,-3.665,0.000,2.000
2014-03-16,79,-1.469,4.007,5.001,99,-8.714,7.019,9.893,54,6.762,5.008,1.000,73,-5.261,5.030,9.000,6,0.742,1.000,0.000,5,1.594,1.000,0.000,22,0.851,1.368,1.000,15,6.135,3.368,0.000
2014-03-17,101,-3.536,7.418,8.368,127,-2.463,9.437,6.743,26,-0.795,1.009,2.000,41,10.502,6.000,0.368,10,-0.710,0.000,0.000,5,0.521,1.000,0.000,16,-1.969,1.000,1.000,7,1.934,0.000,0.000
2014-03-18,98,7.293,11.375,5.064,158,-14.924,8.145,12.839,35,0.839,2.408,2.018,69,-2.468,4.738,2.737,1,0.000,0.000,0.000,5,1.330,1.000,0.000,11,-0.007,0.018,1.000,4,-1.381,0.135,1.000
2014-03-19,99,-0.587,9.055,5.156,128,-5.408,9.368,10.186,21,2.570,4.007,2.019,52,5.408,5.381,2.000,4,1.257,1.000,0.000,7,0.615,0.000,0.000,7,0.646,1.000,1.000,7,-4.196,0.000,2.000
2014-03-20,87,-1.983,6.037,3.345,190,-2.879,11.383,13.792,38,2.049,5.050,5.000,39,-5.138,0.393,5.418,11,0.777,0.000,0.000,2,-0.284,0.000,0.000,21,-1.779,1.368,4.000,10,-2.482,0.000,1.000
2014-03-21,120,-7.808,6.454,9.543,185,-1.441,13.578,13.505,33,3.475,4.000,2.000,63,0.287,5.413,5.872,13,-1.427,0.000,1.000,11,-1.147,1.000,0.000,27,2.573,6.104,2.000,15,2.278,4.000,1.000
2014-03-22,96,8.055,11.386,5.000,161,-22.930,10.290,20.737,58,7.832,9.003,4.052,90,13.019,10.025,4.467,7,-0.111,0.000,0.000,4,1.799,1.368,0.000,16,2.276,2.018,0.000,12,3.754,2.000,0.000
2014-03-23,82,-1.183,6.405,4.068,153,-2.354,12.272,12.386,63,-0.387,4.136,4.018,64,2.278,7.503,5.000,5,1.165,1.000,0.000,10,1.874,2.000,1.000,11,0.855,2.000,0.549,6,1.218,1.000,0.000
2014-03-24,87,-6.374,2.018,4.059,133,-0.637,5.035,7.018,22,5.656,4.000,0.135,38,-2.787,2.102,3.504,2,-0.052,0.000,0.000,7,-0.111,0.000,0.000,10,0.161,2.368,2.000,6,0.981,0.000,0.000
2014-03-25,137,2.438,5.037,4.152,131,-1.525,7.375,5.026,22,-3.673,1.013,4.000,59,8.066,9.104,2.736,15,0.877,0.000,0.000,10,1.491,1.368,0.000,7,1.434,1.000,1.000,11,0.142,2.000,1.000
2014-03-26,87,9.593,6.136,0.032,125,-5.873,5.271,8.138,20,2.787,1.136,0.002,56,11.031,8.050,2.000,10,-0.574,0.000,0.368,14,0.350,2.000,1.000,10,2.590,2.000,1.000,8,3.305,2.000,0.000
2014-03-27,96,3.959,5.368,5.000,184,2.471,11.536,10.236,32,8.756,4.419,0.000,48,2.741,4.002,2.000,10,-2.225,0.003,1.368,3,-1.747,0.000,1.000,10,-2.005,0.007,1.000,4,0.344,0.000,0.000
2014-03-28,120,8.993,12.153,5.001,133,-9.556,7.375,13.187,46,8.715,6.274,0.368,62,4.106,9.000,4.000,14,3.892,2.000,0.000,13,-1.216,2.000,3.000,9,0.679,1.000,1.000,24,-0.276,2.104,2.000
2014-03-29,88,2.682,9.000,2.368,129,10.284,13.874,7.000,42,4.488,5.008,2.386,24,-0.723,2.023,2.000,15,-4.424,1.000,2.000,4,1.592,1.000,0.000,19,0.833,2.000,1.000,15,2.251,4.000,1.000
2014-03-30,63,5.977,5.368,3.018,153,-4.408,8.788,13.510,55,1.060,5.005,2.371,59,8.473,9.376,4.467,4,-1.275,0.000,1.000,4,-0.336,0.000,0.000,15,0.543,1.000,0.000,20,7.746,5.000,1.000
2014-03-31,127,5.853,8.055,5.389,165,-14.113,8.531,14.137,37,-0.635,3.001,4.050,76,-2.539,9.738,8.375,118,11.823,17.307,11.000,20,2.799,6.000,4.368,24,1.912,3.000,1.751,6,1.369,1.368,0.000
2014-04-01,92,-1.732,2.149,3.005,164,-4.443,10.873,13.826,33,-7.085,1.003,4.002,56,-0.695,6.000,6.472,8,0.082,1.000,0.000,1,-0.142,0.000,0.000,15,0.919,1.000,1.000,7,0.646,1.000,0.000
2014-04-02,64,-1.737,2.000,2.086,110,6.692,6.002,1.185,32,-1.594,2.000,2.050,58,-4.133,5.021,7.001,40,-3.914,1.000,2.000,10,4.101,2.000,0.000,7,0.054,0.000,0.000,8,-0.550,0.000,0.000
2014-04-03,71,4.141,6.156,1.368,171,6.153,13.370,8.021,26,-1.385,0.002,0.000,46,-5.965,3.135,3.007,105,14.094,12.050,5.154,5,-0.146,0.368,1.000,18,-6.050,1.003,3.000,9,2.371,2.368,0.000
2014-04-04,61,-4.933,2.371,3.050,124,1.487,8.395,5.389,36,-2.335,2.135,4.000,24,2.732,1.503,1.000,38,6.215,4.368,1.000,7,-0.661,0.000,0.000,8,2.627,1.000,0.000,7,-0.918,1.000,1.000
2014-04-05,67,4.166,5.368,2.763,107,2.228,8.419,6.425,42,-7.710,2.273,4.000,29,-5.832,2.424,3.001,99,12.540,12.503,4.368,8,3.003,2.000,0.000,17,-1.593,1.000,2.404,12,-1.728,1.000,2.000
2014-04-06,80,9.687,12.002,5.000,139,2.114,8.376,7.836,48,5.596,6.138,1.001,26,1.362,5.122,2.368,89,10.090,9.503,5.050,7,-5.543,1.000,3.000,17,-0.958,1.000,1.000,11,1.429,0.000,0.000
2014-04-07,74,2.163,4.757,1.057,152,-8.535,7.275,8.071,28,-0.348,2.000,1.010,42,-4.237,3.639,2.369,6,0.394,0.000,0.000,3,-0.220,0.000,0.000,15,-6.056,0.000,3.000,4,1.601,1.000,0.000
2014-04-08,63,3.009,2.000,0.000,147,0.724,7.376,6.028,26,7.108,4.000,0.007,34,-0.604,1.874,2.419,11,-0.713,0.000,0.000,4,-0.095,0.000,0.000,11,0.647,1.000,0.000,4,0.195,0.000,0.000
2014-04-09,76,2.795,6.930,4.185,129,-3.195,4.560,5.025,30,4.315,3.059,1.000,53,11.272,7.135,2.000,9,-1.048,0.000,1.000,6,-1.144,0.000,0.000,13,-1.043,1.000,1.000,5,0.871,1.000,0.000
2014-04-10,62,-0.576,3.138,2.503,125,2.394,6.389,6.000,39,8.490,7.368,3.000,74,24.078,14.625,2.015,5,-0.629,0.000,0.000,7,0.814,1.000,0.368,12,-2.729,0.000,1.405,5,-1.722,0.000,1.000
2014-04-11,59,6.754,6.135,2.051,116,-11.212,5.154,8.002,37,1.588,2.375,1.137,26,-6.901,1.028,2.000,6,0.905,1.000,0.000,7,1.019,1.000,0.000,15,6.681,3.369,0.000,5,4.385,3.000,0.000
2014-04-12,60,-2.889,0.000,5.138,103,-13.539,10.560,16.018,35,11.397,6.002,0.001,72,-5.003,9.000,10.007,12,2.201,1.000,0.000,6,-0.345,0.000,1.000,17,-2.654,2.000,2.000,22,-3.898,3.000,3.406
2014-04-13,65,1.560,4.154,5.172,117,-1.572,10.369,10.013,42,-3.893,4.185,5.002,59,3.274,6.574,6.368,15,-3.506,0.000,2.000,6,-1.318,0.000,1.000,10,1.414,1.002,1.001,13,-0.057,2.000,2.368
2014-04-14,76,-6.799,4.406,8.000,124,7.819,10.368,3.759,30,3.414,2.000,1.002,55,1.994,4.140,3.136,3,0.575,0.000,0.000,9,2.269,1.000,0.000,14,-0.981,1.000,1.000,4,2.407,1.000,0.000
2014-04-15,71,4.922,5.000,2.211,132,-7.908,7.743,9.018,30,-1.661,0.418,1.007,31,6.814,4.506,1.000,8,-0.284,0.000,0.000,8,3.704,2.000,0.368,11,1.118,1.000,1.000,8,-1.347,1.000,1.000
2014-04-16,62,4.280,4.186,0.019,112,-0.955,5.879,9.664,31,0.691,2.000,1.025,75,17.507,15.039,3.368,9,2.332,1.000,0.000,2,-0.142,0.000,0.000,12,-1.475,1.000,2.000,8,4.037,2.000,0.000
2014-04-17,52,8.265,7.145,3.050,122,-6.609,6.167,10.000,31,13.870,7.050,1.000,59,1.425,11.368,10.000,25,1.329,2.368,0.000,5,-2.990,0.000,1.000,16,-1.236,0.000,1.004,8,-0.454,1.000,0.000
2014-04-18,90,4.425,6.896,4.050,107,2.265,6.911,4.000,34,-2.023,1.272,2.000,20,2.056,2.271,0.541,76,12.624,18.368,7.000,5,2.464,1.000,0.000,13,4.719,2.000,0.001,15,2.311,3.000,2.000
2014-04-19,34,5.505,5.000,1.037,103,-0.095,3.743,4.155,33,-1.504,1.000,1.000,60,20.243,13.368,1.000,94,13.893,15.754,3.000,12,-1.741,0.000,1.736,10,0.568,0.000,0.000,21,2.489,2.000,1.135
2014-04-20,62,3.487,6.503,3.018,125,-0.526,9.389,6.136,38,4.197,6.000,2.368,70,-16.089,5.368,9.000,95,-3.744,11.639,9.503,2,1.200,1.000,0.000,12,3.233,0.386,0.000,4,0.173,0.368,0.000
2014-04-21,61,-5.090,4.154,4.368,118,-8.191,7.871,12.369,34,4.951,3.000,0.007,22,-4.566,2.000,2.104,24,5.392,4.368,1.000,5,0.763,1.000,0.000,17,-0.953,2.000,2.004,6,1.082,1.000,0.000
2014-04-22,88,11.756,14.657,7.437,140,13.607,13.639,3.527,25,-0.036,0.000,0.018,61,-5.607,4.779,7.000,41,5.996,5.104,2.000,3,0.299,1.000,1.000,15,-4.727,0.000,2.004,12,3.549,3.000,0.000
2014-04-23,100,11.634,13.203,4.140,107,-1.510,7.418,5.386,32,-2.145,2.000,3.135,72,14.815,11.345,3.368,30,6.709,5.000,1.018,5,2.751,1.000,0.000,12,-2.243,1.002,3.000,13,0.041,3.000,1.736
2014-04-24,106,-3.984,4.975,6.236,119,-11.939,3.560,12.145,24,5.075,2.000,0.000,31,5.444,4.002,1.503,41,-0.401,4.135,4.000,4,-2.014,0.000,1.000,13,-2.045,0.000,0.000,8,0.490,1.000,0.000
2014-04-25,80,-0.320,6.135,6.018,118,-0.658,10.418,8.000,35,12.897,8.503,0.368,38,0.388,5.050,3.000,9,1.978,1.000,0.000,2,-0.281,0.000,0.000,16,-1.401,1.503,1.000,9,2.949,2.368,0.000
2014-04-26,73,3.235,8.271,3.001,113,0.988,9.958,6.430,46,-4.363,3.145,3.001,65,0.756,7.510,4.368,12,2.776,1.000,0.000,3,-0.284,0.000,0.000,18,-4.921,1.368,4.231,10,4.400,2.000,0.000
2014-04-27,53,10.759,6.839,0.000,67,3.658,6.000,5.000,45,-1.547,5.018,3.000,45,10.245,5.018,2.000,9,-0.768,2.000,2.000,2,0.792,0.000,0.000,16,-10.428,0.000,4.105,5,-0.568,0.000,0.000
2014-04-28,68,-3.015,4.052,4.136,50,-4.543,3.553,2.000,24,-1.969,2.000,2.007,34,2.216,2.018,1.000,5,0.657,0.000,0.000,7,-1.257,1.000,1.000,9,-0.630,1.000,2.000,4,-1.026,0.000,1.000
2014-04-29,78,-5.238,3.000,4.019,39,-0.896,3.000,2.510,42,2.991,6.052,3.135,20,-4.089,0.002,2.001,15,1.995,2.000,1.000,7,-2.110,1.000,1.368,9,-2.200,0.000,1.000,8,1.348,1.000,0.368
2014-04-30,73,-3.301,2.000,3.506,37,-5.872,0.368,2.000,37,-0.752,2.002,3.000,46,0.855,3.138,0.736,7,-0.426,0.000,0.000,6,0.270,1.000,0.000,16,0.727,2.001,1.550,6,0.845,1.000,0.000
2014-05-01,62,-0.658,4.368,3.368,46,-2.335,5.018,3.007,28,4.204,3.138,0.135,39,1.096,2.000,0.272,9,0.184,1.000,0.000,6,-1.520,0.000,1.000,10,2.503,2.018,0.000,5,1.176,1.000,0.000
2014-05-02,80,-9.142,4.653,8.001,31,-1.293,4.368,3.368,26,3.555,5.050,1.135,80,0.604,10.370,9.018,27,-2.079,0.135,2.000,5,-0.203,1.000,0.368,29,-3.244,0.000,1.004,13,1.188,2.000,1.000
2014-05-03,81,-10.074,5.368,7.001,35,8.496,7.000,2.000,42,-0.527,6.419,3.001,73,8.583,10.368,4.368,79,-0.711,7.235,5.000,1,-0.142,0.000,0.000,16,-3.246,1.018,3.000,14,-1.537,1.000,1.000
2014-05-04,81,9.252,6.185,2.000,59,3.754,5.736,3.000,46,-16.427,0.368,7.000,39,18.858,12.138,0.368,79,4.536,9.418,6.271,8,-1.288,0.000,0.000,20,2.471,2.018,0.000,7,-1.185,0.000,0.000
2014-05-05,50,9.441,6.368,1.000,29,2.431,3.000,1.418,24,6.496,4.050,1.000,59,10.110,9.368,6.000,23,2.260,2.368,0.000,6,-0.336,0.000,0.000,19,-5.530,0.000,3.000,8,-0.065,1.368,0.000
2014-05-06,61,-13.173,2.000,6.001,44,7.379,5.000,3.000,38,2.892,4.000,2.000,13,2.789,1.000,0.000,43,-5.058,2.368,3.000,10,4.776,3.000,1.000,13,1.900,2.000,0.000,8,-1.158,0.000,0.000
2014-05-07,70,10.048,9.000,4.136,36,-4.950,2.736,5.000,27,7.033,2.377,1.002,7,-1.927,1.000,1.000,52,7.870,7.418,2.135,2,-0.142,0.000,0.000,10,2.529,1.002,0.202,5,-1.317,0.000,0.000
2014-05-08,44,7.322,6.000,1.000,29,-2.464,1.052,1.007,22,5.847,4.002,0.002,34,1.690,4.000,3.000,5,-0.434,0.000,1.000,5,-0.757,0.000,1.000,11,-0.392,0.185,1.002,4,-0.017,0.000,0.000
2014-05-09,64,-0.022,4.000,4.172,34,5.055,5.000,2.000,30,2.196,6.002,5.000,86,22.120,16.418,5.368,34,3.502,5.368,2.000,13,2.435,1.368,1.000,9,-1.152,0.000,0.000,11,-1.297,1.000,1.000
2014-05-10,58,1.156,7.050,3.135,24,0.978,2.000,2.000,26,7.695,4.057,0.018,41,9.913,8.368,2.368,56,15.807,11.000,3.000,16,3.582,2.000,0.000,20,5.362,3.050,0.000,17,3.023,3.000,1.000
2014-05-11,44,10.748,6.368,1.000,36,3.995,4.000,3.000,38,-0.709,4.503,3.000,20,6.696,5.000,1.000,56,19.624,12.007,1.368,5,-0.284,0.000,0.000,14,1.308,2.018,1.000,9,0.497,1.000,0.000
2014-05-12,60,-3.258,1.541,3.073,30,-3.732,1.522,3.000,38,-5.082,3.000,4.002,9,-5.231,0.000,3.000,57,1.476,5.122,4.000,5,-1.488,0.000,1.000,7,2.009,1.000,0.004,6,1.708,1.000,0.000
2014-05-13,56,2.461,2.000,0.271,29,0.084,2.018,1.000,22,0.694,2.000,1.000,56,2.144,6.000,6.000,5,0.894,0.736,0.000,3,-0.189,0.000,0.000,9,-3.860,0.503,2.000,5,0.809,0.000,0.000
